"code","iso","country","SDA.ind.1995","SDA.ind.1996","SDA.ind.1997","SDA.ind.1998","SDA.ind.1999","SDA.ind.2000","SDA.ind.2001","SDA.ind.2002","SDA.ind.2003","SDA.ind.2004","SDA.ind.2005","SDA.ind.2006","SDA.ind.2007","SDA.ind.2008","SDA.ind.2009","SDA.ind.2010","SDA.ind.2011","SDA.ind.2012","SDA.ind.2013","SDA.ind.2014","SDA.ind.2015","SDA.ind.2016","SDA.ind.2017","SDA.ind.2018","SDA.ind.2019","SDA.ind.2020"
4,"AFG","Afghanistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"ALB","Albania",100,100,100,100,100,100,66.0270103406454,40.8746015460975,23.3627597488065,12.358920673868,9.99740984383644,15.866231544213,49.0320051324165,95.7894521805496,100,100,100,100,100,100,100,100,100,100,100,100
12,"DZA","Algeria",74.5719297963007,74.5719297963007,74.5719297963007,74.5719297963007,74.5719297963007,73.3681693746184,73.2921970356523,61.0919195162602,52.301439267249,47.5374035010637,45.8762633961784,45.3613011869668,46.5582603688265,67.1835077648904,80.1395246092823,92.3228986596939,100,100,100,100,100,100,100,100,100,100
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",72.5528897975391,72.5528897975391,72.5528897975391,72.5528897975391,72.5528897975391,63.8462563306967,53.1536218208062,49.3508309634714,38.9108986542827,34.3574525224313,37.195647739763,30.4264975977095,26.9668953224298,26.5252152725492,14.2665712673707,6.32956383466812,1.10299110596023,4.51251923977485,0,5.16107539540209,5.16107539540209,5.16107539540209,5.16107539540209,5.16107539540209,5.16107539540209,5.16107539540209
660,"AIA","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"ATG","Antigua and Barbuda",70.387214015986,70.387214015986,70.387214015986,70.387214015986,70.387214015986,74.3601357980103,78.5856631874623,75.2489313578073,71.2210599078942,68.0640009298729,66.0099945446641,64.5837073671297,60.453165153873,55.5713569401844,52.1080504670165,48.7282150407116,46.643478995483,39.7502886745586,32.2881072329053,28.2349754406005,28.2349754406005,28.2349754406005,28.2349754406005,28.2349754406005,28.2349754406005,28.2349754406005
32,"ARG","Argentina",71.3698440755791,71.3698440755791,71.3698440755791,71.3698440755791,71.3698440755791,76.5654147780213,84.048149248669,84.8076117625519,84.1131123713552,77.7839224164357,75.4866731736447,73.7835465205564,65.6150884008939,54.6239260148999,50.7378436167904,44.8782149185644,43.9510016471035,49.0550812745846,59.9056861698938,67.3077378925428,67.3077378925428,67.3077378925428,67.3077378925428,67.3077378925428,67.3077378925428,67.3077378925428
51,"ARM","Armenia",97.9701149315046,97.9701149315046,97.9701149315046,97.9701149315046,97.9701149315046,100,100,100,78.3525404883509,58.8052618319749,37.5370140874782,24.9166574999428,26.2332634527874,30.519398863767,39.8975112021246,53.015017544129,67.0291370696768,63.0242527856361,55.418736281477,50.5849451294517,50.5849451294517,50.5849451294517,50.5849451294517,50.5849451294517,50.5849451294517,50.5849451294517
533,"ABW","Aruba",81.7414208110685,81.7414208110685,81.7414208110685,81.7414208110685,81.7414208110685,51.4621315468926,19.7996195146097,0,0,0,0,0,3.84541627314486,27.7831379716997,68.5450841044652,69.8901224283308,64.8873567794646,88.4435771218205,100,100,100,100,100,100,100,100
36,"AUS","Australia",100,100,100,100,100,100,100,100,87.2997574085321,74.0017205944985,66.7605694026312,62.1646606281419,66.4888789856785,71.0982352671653,72.8453461222555,71.8261014846342,74.3688165489305,78.9819430449282,86.346105950659,92.3954343029189,92.3954343029189,92.3954343029189,92.3954343029189,92.3954343029189,92.3954343029189,92.3954343029189
40,"AUT","Austria",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
31,"AZE","Azerbaijan",70.0757687036144,70.0757687036144,70.0757687036144,70.0757687036144,70.0757687036144,62.1780873079259,82.6706325442255,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
44,"BHS","Bahamas",100,100,100,100,100,100,100,97.935418313777,94.8842559357853,84.498783453866,81.6065119964633,79.9360505677273,97.1589541430221,100,100,67.6613819198111,57.2179721888588,42.3891457782491,30.6917339718338,18.6675501598913,18.6675501598913,18.6675501598913,18.6675501598913,18.6675501598913,18.6675501598913,18.6675501598913
48,"BHR","Bahrain",13.0276904589926,13.0276904589926,13.0276904589926,13.0276904589926,13.0276904589926,28.0411681779795,46.1583332309486,58.7464095189596,57.3032319389646,57.1812828316423,45.7075783339683,23.5662142058426,11.0459468473874,9.35212972813949,17.6936041642037,28.8928021196717,41.1291735582971,55.3634530033644,70.8055199462843,95.0718395624609,95.0718395624609,95.0718395624609,95.0718395624609,95.0718395624609,95.0718395624609,95.0718395624609
50,"BGD","Bangladesh",59.87633186966,59.87633186966,59.87633186966,59.87633186966,59.87633186966,62.2939346927906,63.3246458220749,63.4820060728289,63.5380429888945,65.6963854710788,57.8082489624749,56.0327787378563,51.0814197299682,47.0433803955309,45.4287384481061,43.9687556579969,33.4269773087737,19.6317548953402,10.1677646146178,4.8161715887139,4.8161715887139,4.8161715887139,4.8161715887139,4.8161715887139,4.8161715887139,4.8161715887139
52,"BRB","Barbados",92.1130429881212,92.1130429881212,92.1130429881212,92.1130429881212,92.1130429881212,88.6704784871598,72.7356663713343,64.2313585622878,47.9563668847721,52.3207250223168,55.1978781750186,59.8124036843099,64.6992578655914,56.4550867992753,51.3622781367116,50.4209659736241,45.7594428803221,38.3476172955919,31.6395980408145,29.2226206235977,29.2226206235977,29.2226206235977,29.2226206235977,29.2226206235977,29.2226206235977,29.2226206235977
112,"BLR","Belarus",88.4797835021041,88.4797835021041,88.4797835021041,88.4797835021041,88.4797835021041,100,100,100,100,100,100,100,100,100,97.4208064258791,100,100,100,100,100,100,100,100,100,100,100
56,"BEL","Belgium",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
84,"BLZ","Belize",59.3021922331946,59.3021922331946,59.3021922331946,59.3021922331946,59.3021922331946,50.4705333227966,36.3214306853411,48.8105923539535,58.0502837735065,68.0074822404332,77.3334483855003,100,100,100,100,79.0276312841179,46.6393054913838,36.7088472977338,27.3815783978994,22.7208349875022,22.7208349875022,22.7208349875022,22.7208349875022,22.7208349875022,22.7208349875022,22.7208349875022
204,"BEN","Benin",13.5553840971363,13.5553840971363,13.5553840971363,13.5553840971363,13.5553840971363,15.3955630555366,21.8668292228885,28.3072542884039,39.9897123139218,51.8835935501693,56.6313851511495,38.70915626809,12.068181371736,4.03777078568621,0,0,0,7.75154274775205,22.8356205419963,43.48336471047,43.48336471047,43.48336471047,43.48336471047,43.48336471047,43.48336471047,43.48336471047
60,"BMU","Bermuda",99.049231733274,99.049231733274,99.049231733274,99.049231733274,99.049231733274,91.435656053116,85.5670764706935,84.2224809522001,78.014517132013,65.6742541863891,73.9357441319219,74.8926252954806,77.8166116121903,95.0515085735088,100,100,100,96.8783338582615,85.8308673997413,85.8308673997413,85.8308673997413,85.8308673997413,85.8308673997413,85.8308673997413,85.8308673997413,85.8308673997413
64,"BTN","Bhutan",52.1444732333438,52.1444732333438,52.1444732333438,52.1444732333438,52.1444732333438,56.2102900276944,61.0229542595062,63.3279773283529,66.6999656740302,70.3653936339835,72.9100460924611,71.6862042778342,66.6987863248302,57.7134524789955,51.6177388681002,51.3411137292382,45.5804786845416,38.1361768119838,33.7983608092804,31.6913228577242,31.6913228577242,31.6913228577242,31.6913228577242,31.6913228577242,31.6913228577242,31.6913228577242
68,"BOL","Bolivia",16.4921624801978,16.4921624801978,16.4921624801978,16.4921624801978,16.4921624801978,15.9613363546972,17.6797427245104,26.8338288567797,32.6634530931174,34.2018945186539,34.7743731882672,44.0312970202955,39.7676149819098,35.1570147714753,40.6935395763604,40.676482874675,42.8383959106662,29.133602112077,34.6573947440026,38.1167284352457,38.1167284352457,38.1167284352457,38.1167284352457,38.1167284352457,38.1167284352457,38.1167284352457
70,"BIH","Bosnia and Herzegovina",0,0,0,0,0,0,0,0,0,0,0,35.6564880120894,42.5185029496452,40.5032407779183,45.2088460838269,46.4506506581626,44.8629741051348,47.6714865662499,52.0553090513379,64.7617037525164,64.7617037525164,64.7617037525164,64.7617037525164,64.7617037525164,64.7617037525164,64.7617037525164
72,"BWA","Botswana",58.7495909101093,58.7495909101093,58.7495909101093,58.7495909101093,58.7495909101093,61.0085521980867,68.7035184611303,68.5607754191138,64.9419677231094,67.0657988377656,60.8241674041737,62.4182599941767,70.5852184335128,70.0143984311805,69.9735437885226,68.7949551984595,86.9665305379526,100,97.5233806149449,95.7820520980983,95.7820520980983,95.7820520980983,95.7820520980983,95.7820520980983,95.7820520980983,95.7820520980983
76,"BRA","Brazil",49.2112023495432,49.2112023495432,49.2112023495432,49.2112023495432,49.2112023495432,52.2371188008721,59.262638033254,68.7325875111629,73.9098791770633,78.8511360816041,83.8172274021178,90.9079212668056,91.5407135045129,99.100247178202,100,91.5894976224666,84.3406720690485,81.6108321694195,72.9175920416363,65.443266708012,65.443266708012,65.443266708012,65.443266708012,65.443266708012,65.443266708012,65.443266708012
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",29.316191118717,29.316191118717,29.316191118717,29.316191118717,29.316191118717,43.1584821719337,55.3242629906166,63.12398584139,68.1158538510608,68.235500559687,67.787878835756,61.0035242602482,50.6237682054578,17.7518660538642,0,0,0,0,0,9.54240158847361,9.54240158847361,9.54240158847361,9.54240158847361,9.54240158847361,9.54240158847361,9.54240158847361
100,"BGR","Bulgaria",72.4943387689125,72.4943387689125,72.4943387689125,72.4943387689125,72.4943387689125,82.530434885463,100,100,100,100,100,100,95.6854912335407,100,100,100,100,100,100,100,100,100,100,100,100,100
854,"BFA","Burkina Faso",59.8505537417426,59.8505537417426,59.8505537417426,59.8505537417426,59.8505537417426,60.7573698304082,59.6076701421915,60.672048291035,60.7674867895816,59.4802998279227,60.3866369448929,55.9052703556418,45.4045243893263,40.5199399590446,42.3192713416616,45.5095444206863,42.4897841325311,44.1404165729821,46.2996026391993,47.7247523959136,47.7247523959136,47.7247523959136,47.7247523959136,47.7247523959136,47.7247523959136,47.7247523959136
108,"BDI","Burundi",78.776005456016,78.776005456016,78.776005456016,78.776005456016,78.776005456016,81.0450945897867,84.879833296895,89.8879617984143,100,100,100,100,94.3213357110801,79.2973895059008,72.9231523960011,66.6278094689694,62.0529127491212,58.7319427946876,59.3922626246167,45.2126352432399,45.2126352432399,45.2126352432399,45.2126352432399,45.2126352432399,45.2126352432399,45.2126352432399
132,"CPV","Cabo Verde",43.1605102185295,43.1605102185295,43.1605102185295,43.1605102185295,43.1605102185295,47.2071479707211,46.1698242105058,42.2727254137181,41.0391946742767,38.0850107578347,35.9485836587384,33.8186639931856,29.3305491934969,38.7832315599376,49.8425774550088,65.4239183943229,58.3702395815998,52.2067501381939,47.3285421159134,44.673177760753,44.673177760753,44.673177760753,44.673177760753,44.673177760753,44.673177760753,44.673177760753
116,"KHM","Cambodia",0.562096069626335,0.562096069626335,0.562096069626335,0.562096069626335,0.562096069626335,0.562096069626335,0.562096069626335,0.562096069626335,17.377097613942,39.9231435227796,24.2962594782814,26.7390494267995,26.5137096865676,25.3308295070293,17.902619128978,18.2395452235972,18.829690270557,24.0557245716571,33.3593041736987,41.3663225587556,41.3663225587556,41.3663225587556,41.3663225587556,41.3663225587556,41.3663225587556,41.3663225587556
120,"CMR","Cameroon",71.0244880618881,71.0244880618881,71.0244880618881,71.0244880618881,71.0244880618881,64.1170373841657,62.7777429571855,61.7899099075266,60.638461880152,57.7400348130531,54.4887720620615,54.8817447806429,51.8512768241318,50.779125153525,46.4898887851625,39.5642815752106,37.4887990987441,35.6746458303071,35.5926510141091,39.1360051252747,39.1360051252747,39.1360051252747,39.1360051252747,39.1360051252747,39.1360051252747,39.1360051252747
124,"CAN","Canada",100,100,100,100,100,97.5899547595521,93.0872386510631,90.9083141288272,89.7830064140456,95.0581411980448,96.0298386561314,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
136,"CYM","Cayman Islands",64.5819351267214,64.5819351267214,64.5819351267214,64.5819351267214,64.5819351267214,64.5819351267214,64.5819351267214,64.5819351267214,64.5819351267214,64.5819351267214,64.5819351267214,64.5819351267214,64.5819351267214,57.3947714616067,59.5552103161447,58.1048713334717,54.4349014011161,45.5865410692416,37.2571404663489,34.7731755784968,34.7731755784968,34.7731755784968,34.7731755784968,34.7731755784968,34.7731755784968,34.7731755784968
140,"CAF","Central African Republic",68.0494356915416,68.0494356915416,68.0494356915416,68.0494356915416,68.0494356915416,74.714088846235,82.992288222552,94.2858401599066,100,100,100,100,98.9641845286191,92.1824050384023,86.4105009233002,79.1632759074922,70.0288929449157,64.511210746752,59.7891864235217,55.6757093405867,55.6757093405867,55.6757093405867,55.6757093405867,55.6757093405867,55.6757093405867,55.6757093405867
148,"TCD","Chad",62.9310146732095,62.9310146732095,62.9310146732095,62.9310146732095,62.9310146732095,57.2237472846349,59.6654837242464,61.9695384630318,51.7697658877407,43.040939545176,35.2858181953734,30.4985598752058,25.5011145146792,23.1404505906052,27.1622635529064,33.0513355008459,40.4089546255481,52.820970678374,54.4365732183936,57.6069854259223,57.6069854259223,57.6069854259223,57.6069854259223,57.6069854259223,57.6069854259223,57.6069854259223
152,"CHL","Chile",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,66.5733214474769,50.4512885598354,50.4512885598354,50.4512885598354,50.4512885598354,50.4512885598354,50.4512885598354,50.4512885598354
156,"CHN","China",54.9314995465119,54.9314995465119,54.9314995465119,54.9314995465119,54.9314995465119,58.6381771955736,62.2022934116619,64.1366401011275,59.9421221753277,50.5591042124509,37.6868940862162,27.2690952333018,21.7972948682729,22.6394318183495,30.4882051690374,41.3352120650996,52.6402802881549,64.8351153345498,71.6172482802959,75.7730042127245,75.7730042127245,75.7730042127245,75.7730042127245,75.7730042127245,75.7730042127245,75.7730042127245
170,"COL","Colombia",69.6098967893311,69.6098967893311,69.6098967893311,69.6098967893311,69.6098967893311,76.7922085308092,85.3454718583205,93.5427807417107,100,100,100,100,100,94.7728333429487,89.7017958756936,74.8244151512118,65.5971087232255,61.8836157169088,55.7083002194728,58.4730754340971,58.4730754340971,58.4730754340971,58.4730754340971,58.4730754340971,58.4730754340971,58.4730754340971
174,"COM","Comoros",93.1416984661195,93.1416984661195,93.1416984661195,93.1416984661195,93.1416984661195,97.0034866802498,90.6851885310613,86.7100245254126,78.0255391961384,69.0888887182496,57.8720653365985,54.2092419798655,54.1804969919348,53.8089189874185,56.6727354893573,60.7295261907597,54.949676899449,53.2350611751188,50.9986242241455,47.3986481376013,47.3986481376013,47.3986481376013,47.3986481376013,47.3986481376013,47.3986481376013,47.3986481376013
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",59.4110242820087,59.4110242820087,59.4110242820087,59.4110242820087,59.4110242820087,63.1243214770856,68.2972707805328,73.5688910863101,76.6494283114674,77.4019788087742,73.298075103916,69.4625303868222,62.7716137794885,62.1071660904648,63.379706547091,64.9182566808824,56.9074059377225,52.7721406896577,46.226990986751,55.0845121286826,55.0845121286826,55.0845121286826,55.0845121286826,55.0845121286826,55.0845121286826,55.0845121286826
384,"CIV","Cote d'Ivoire",32.3230353244824,32.3230353244824,32.3230353244824,32.3230353244824,32.3230353244824,30.0836570939779,30.5640408934606,38.1560493693338,62.1416861583468,67.974974708487,76.6795741821381,87.0726792062912,100,100,100,100,100,71.8288495080693,59.6348970201497,40.4075507686935,40.4075507686935,40.4075507686935,40.4075507686935,40.4075507686935,40.4075507686935,40.4075507686935
191,"HRV","Croatia",100,100,100,100,100,100,100,100,100,100,100,100,100,100,86.5267353649889,100,100,100,100,100,100,100,100,100,100,100
192,"CUB","Cuba",45.7122277915864,45.7122277915864,45.7122277915864,45.7122277915864,45.7122277915864,45.7122277915864,40.8177538869016,45.6127733779553,55.5397844676554,68.0245085958189,76.3787503285236,87.3678486556303,88.9244257715515,93.6269046210325,74.4717862659735,67.0203366263651,63.6711138248944,63.1469589640171,60.8857955930637,62.5253446764891,62.5253446764891,62.5253446764891,62.5253446764891,62.5253446764891,62.5253446764891,62.5253446764891
531,"CUW","Curacao",69.8368762672011,69.8368762672011,69.8368762672011,69.8368762672011,69.8368762672011,69.8368762672011,69.8368762672011,69.8368762672011,69.8368762672011,69.8368762672011,69.8368762672011,69.8368762672011,69.8368762672011,69.8368762672011,69.8368762672011,70.1409157428411,71.0231875139863,88.0694902270997,100,100,100,100,100,100,100,100
196,"CYP","Cyprus",43.7569153986395,43.7569153986395,43.7569153986395,43.7569153986395,43.7569153986395,47.9208872196192,56.1563359508301,60.4489539398531,62.5203152682922,68.8096423108826,82.2119199903528,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
203,"CZE","Czech Republic",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
180,"COD","Dem. Rep. Congo",86.2773404428061,86.2773404428061,86.2773404428061,86.2773404428061,86.2773404428061,83.1316203969583,81.22597814976,63.499856341253,59.6404906221273,54.5973631150005,52.8227637861818,50.0152425586574,47.8424494520711,44.3241013322721,42.6936488694925,42.6728183407493,42.0398360234575,42.6768492288106,43.1101962677659,45.3910859389227,45.3910859389227,45.3910859389227,45.3910859389227,45.3910859389227,45.3910859389227,45.3910859389227
208,"DNK","Denmark",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
262,"DJI","Djibouti",83.3832999663413,83.3832999663413,83.3832999663413,83.3832999663413,83.3832999663413,83.3832999663413,88.1124999213674,88.810804266215,90.4549978020523,90.4471946745533,82.0169570260569,73.9275830042386,66.5840347056076,61.2604781199605,60.3280922625417,64.9567685914758,71.4142635854379,72.9937566782325,72.0760290774019,69.9534589168254,69.9534589168254,69.9534589168254,69.9534589168254,69.9534589168254,69.9534589168254,69.9534589168254
212,"DMA","Dominica",55.4097061977074,55.4097061977074,55.4097061977074,55.4097061977074,55.4097061977074,53.5916658293525,48.5119085861944,48.5057448348744,47.715267416317,49.3507441695153,47.7489254036395,54.4458742202936,49.2277992389356,54.0364414135682,63.4135708294038,61.321376132938,57.1065621164155,52.5785780915256,44.7391120615564,42.2812855907587,42.2812855907587,42.2812855907587,42.2812855907587,42.2812855907587,42.2812855907587,42.2812855907587
214,"DOM","Dominican Republic",36.1874748607606,36.1874748607606,36.1874748607606,36.1874748607606,36.1874748607606,40.0673149724071,42.9315974658017,31.5481557414047,35.580300590877,43.0676026068126,42.1688833385632,47.6505689888366,52.1842704843074,56.2112440856353,66.4617423395866,74.4555883521042,87.740044346049,82.80507430749,75.9666185972345,85.7229161680965,85.7229161680965,85.7229161680965,85.7229161680965,85.7229161680965,85.7229161680965,85.7229161680965
218,"ECU","Ecuador",55.7999718163938,55.7999718163938,55.7999718163938,55.7999718163938,55.7999718163938,66.0119858846785,71.9970984026859,73.7852839960704,83.8789507462222,92.715278333679,92.0405289323642,83.6188415882573,69.1022836589496,55.0928452467018,48.9709909900847,42.2405747481622,34.6933099773108,26.1081919775509,23.0706123481326,25.2337099029311,25.2337099029311,25.2337099029311,25.2337099029311,25.2337099029311,25.2337099029311,25.2337099029311
818,"EGY","Egypt",68.3800926845673,68.3800926845673,68.3800926845673,68.3800926845673,68.3800926845673,68.6869806402662,72.0591300104799,73.3169952792852,75.2627859214708,75.9108329669159,75.2319710460226,73.103223945954,65.7085836537895,50.5225428377313,38.1938113949608,34.1802853100195,39.9324877703183,44.7549193293349,55.1405098135903,54.2769085871588,54.2769085871588,54.2769085871588,54.2769085871588,54.2769085871588,54.2769085871588,54.2769085871588
222,"SLV","El Salvador",9.04418077964887,9.04418077964887,9.04418077964887,9.04418077964887,9.04418077964887,21.0976306973069,21.9075779805088,20.2508388084827,24.447005406052,34.1330309278268,39.2038532440396,45.6277703773022,41.4298469419478,46.5931496169532,57.2617499981334,72.3133789102639,80.9341456324236,87.2519013982765,99.202649224308,100,100,100,100,100,100,100
226,"GNQ","Equatorial Guinea",34.47798382299,34.47798382299,34.47798382299,34.47798382299,34.47798382299,20.5915568028169,12.4041468687589,0,0,0,0,0,0,24.1404576304504,41.7764794738499,68.4456449366835,100,100,100,77.7779666520137,77.7779666520137,77.7779666520137,77.7779666520137,77.7779666520137,77.7779666520137,77.7779666520137
232,"ERI","Eritrea",100,100,100,100,100,100,100,100,100,100,85.6281174605714,67.0932153578983,53.6564681558319,64.5887333351677,74.7496543049918,84.5280320782545,85.2821798119042,79.391153194403,72.6406785457827,64.1691270977445,64.1691270977445,64.1691270977445,64.1691270977445,64.1691270977445,64.1691270977445,64.1691270977445
233,"EST","Estonia",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
748,"SWZ","Eswatini",15.8388582177136,15.8388582177136,15.8388582177136,15.8388582177136,15.8388582177136,0,0,0,0,16.2470850695522,66.5820098860568,100,100,100,100,100,100,100,100,68.5986570322082,68.5986570322082,68.5986570322082,68.5986570322082,68.5986570322082,68.5986570322082,68.5986570322082
231,"ETH","Ethiopia",54.3989541945345,54.3989541945345,54.3989541945345,54.3989541945345,54.3989541945345,45.8561865488319,32.1060914164486,36.3123710428567,40.2030996959958,39.8443330880629,40.3941314746457,41.2901076716285,41.88176502109,40.5803629682731,43.2631948783133,42.0213281867096,33.4769394272979,29.955142623373,25.523798466757,26.1141695327237,26.1141695327237,26.1141695327237,26.1141695327237,26.1141695327237,26.1141695327237,26.1141695327237
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",68.409886670238,68.409886670238,68.409886670238,68.409886670238,68.409886670238,60.5980347201748,52.5921945404218,52.9319307244001,51.3994518667143,41.9987729011607,31.2847607183529,26.8495664708143,46.2802773212236,73.638325940523,100,100,100,100,100,100,100,100,100,100,100,100
246,"FIN","Finland",100,100,100,100,100,100,100,100,100,100,100,98.6202289536496,86.5249186388355,90.6412335228406,98.4166918457906,100,100,100,100,100,100,100,100,100,100,100
250,"FRA","France",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
